,all,our,over,remove,internet,order,receive,addresses,free,business,email,credit,000,hp,hpl,!,$,longest,total,address,telnet,technology,original,edu,average,font,cs,project,table,[,#,spam
1117,1.4,0.46,0.0,0.46,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,54,313,0.0,0.0,0.0,0.0,0.0,6.137,0.0,0.0,0.0,0.0,0.0,0.0,1
1118,0.3,0.3,0.91,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.211,11,185,0.0,0.0,0.0,0.0,0.0,1.745,0.0,0.0,0.0,0.0,0.0,0.052,1
1119,0.3,0.3,0.9,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.21,11,186,0.0,0.0,0.0,0.0,0.0,1.738,0.0,0.0,0.0,0.0,0.0,0.052,1
1120,0.0,0.59,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.103,0.0,11,161,0.59,0.0,0.0,0.0,0.0,1.437,0.0,0.0,0.0,0.0,0.0,0.0,1
1121,0.42,0.08,0.23,0.02,0.35,0.35,0.21,0.02,0.33,0.42,0.02,0.0,0.94,0.0,0.0,0.325,0.523,445,4128,0.25,0.0,0.0,0.0,0.0,6.723,0.0,0.0,0.0,0.02,0.0,0.124,1
1122,0.0,0.58,0.0,0.58,0.58,0.0,0.0,0.0,0.58,0.58,0.58,0.0,0.0,0.0,0.0,0.239,0.239,123,207,0.0,0.0,0.0,0.0,0.0,3.338,0.0,0.0,0.0,0.0,0.0,0.0,1
1123,0.3,0.3,0.91,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.211,11,184,0.0,0.0,0.0,0.0,0.0,1.752,0.0,0.0,0.0,0.0,0.0,0.052,1
1124,0.3,0.3,0.91,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.211,11,184,0.0,0.0,0.0,0.0,0.0,1.752,0.0,0.0,0.0,0.0,0.0,0.052,1
1125,1.19,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.71,1.43,0.0,0.0,0.71,0.0,0.0,0.402,0.402,49,392,0.0,0.0,0.0,0.0,0.0,5.681,0.0,0.0,0.0,0.0,0.0,0.089,1
1126,1.79,0.0,0.59,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,10,204,0.0,0.0,0.0,0.0,0.0,2.103,0.0,0.0,0.0,0.0,0.0,0.0,1
1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.347,0.0,7,9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1128,0.48,0.72,0.48,0.0,0.0,0.24,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.036,0.184,66,264,0.0,0.0,0.0,0.24,0.0,2.336,0.0,0.0,0.0,0.0,0.0,0.0,1
1129,0.48,0.72,0.48,0.0,0.0,0.24,0.48,0.0,0.48,0.0,0.0,0.0,0.48,0.0,0.0,0.036,0.184,66,264,0.0,0.0,0.0,0.24,0.0,2.336,0.0,0.0,0.0,0.0,0.0,0.0,1
1130,0.25,0.08,0.43,0.08,0.25,0.08,0.34,0.17,0.08,0.0,0.0,0.0,0.34,0.0,0.0,0.263,0.263,62,526,0.25,0.0,0.0,0.0,0.0,3.076,0.0,0.0,0.0,0.0,0.0,0.065,1
1131,0.0,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.802,0.0,107,179,0.0,0.0,0.43,0.0,0.0,5.114,0.0,0.0,0.0,0.0,0.0,0.0,1
1132,0.0,0.87,0.87,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.874,0.0,107,179,0.0,0.0,0.43,0.0,0.0,5.114,0.0,0.0,0.0,0.0,0.0,0.0,1
1133,0.29,0.29,0.29,0.29,0.29,0.0,0.58,0.0,0.87,0.58,0.29,2.61,0.0,0.0,0.0,0.14,0.0,139,274,0.0,0.0,0.0,0.0,0.0,4.892,0.0,0.0,0.0,0.0,0.0,0.14,1
1134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.543,0.0,15,50,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1135,0.0,0.36,0.36,0.0,0.36,0.36,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.653,0.118,13,75,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.36,0.0,0.0,0.0,1
1136,0.97,0.38,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.364,0.312,192,543,0.0,0.0,0.0,0.0,0.0,7.541,0.0,0.0,0.0,0.0,0.0,0.0,1
1137,0.08,0.42,0.08,0.08,0.42,0.08,0.0,0.0,0.0,0.17,0.08,0.0,0.34,0.0,0.0,0.099,0.014,48,574,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.028,0.0,1
1138,2.38,0.26,0.0,0.26,0.0,0.52,0.26,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.327,0.0,71,566,0.0,0.0,0.26,0.0,0.0,5.549,0.0,0.0,0.0,0.0,0.0,0.0,1
1139,0.46,0.05,0.13,0.05,0.26,0.44,0.26,0.0,0.1,0.44,0.0,0.0,1.01,0.0,0.0,0.346,0.793,199,3213,0.31,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,0.0,0.0,0.159,1
1140,0.54,1.09,0.18,0.54,0.0,0.54,0.0,0.18,0.36,0.18,0.54,0.0,0.0,0.0,0.0,0.249,0.305,59,447,0.0,0.0,0.0,0.0,0.0,3.921,0.0,0.0,0.0,0.0,0.0,0.0,1
1141,0.08,0.42,0.08,0.08,0.42,0.08,0.0,0.0,0.0,0.17,0.08,0.0,0.34,0.0,0.0,0.099,0.014,48,574,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.028,0.0,1
1142,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,5.06,0.0,0.0,0.0,0.0,1.9,0.475,11,67,0.0,0.0,0.0,0.0,0.0,1.763,0.0,0.0,0.0,0.0,0.0,0.0,1
1143,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.053,134,496,0.0,0.0,0.0,0.0,0.0,18.37,0.0,0.0,0.0,0.0,0.0,0.0,1
1144,1.13,0.37,0.0,0.0,0.37,0.37,0.37,0.0,0.37,0.0,0.0,0.0,0.37,0.0,0.0,1.248,0.197,842,998,0.75,0.0,0.0,0.0,0.0,58.705,0.0,0.0,0.0,0.0,0.0,0.065,1
1145,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.107,0.0,7,54,0.57,0.0,0.0,0.0,0.0,1.421,0.0,0.0,0.0,0.0,0.0,0.0,1
1146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.411,0.0,15,56,0.0,0.0,0.0,0.0,0.0,4.307,0.0,0.0,0.0,0.0,0.0,0.0,1
1147,0.59,0.39,0.19,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,5.924,1.33,54,725,0.49,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1
1148,0.0,0.38,0.38,0.38,0.38,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,12,99,0.0,0.0,0.0,0.0,0.0,2.062,0.0,0.0,0.0,0.0,0.0,0.0,1
1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.298,0.597,12,30,0.0,0.0,0.0,0.0,0.0,3.333,0.0,0.0,0.0,0.0,0.0,0.0,1
1150,1.97,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.49,1.47,0.49,0.0,0.0,0.0,0.0,0.424,0.0,152,330,0.49,0.0,0.0,0.0,0.0,12.692,0.0,0.0,0.0,0.0,0.0,0.0,1
1151,0.0,0.38,0.38,0.38,0.38,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,12,99,0.0,0.0,0.0,0.0,0.0,2.062,0.0,0.0,0.0,0.0,0.0,0.0,1
1152,0.77,0.19,0.32,0.38,0.0,0.06,0.0,0.12,0.0,0.0,0.12,0.06,0.19,0.0,0.0,0.25,0.073,37,766,0.12,0.0,0.0,0.0,0.0,1.764,0.0,0.0,0.06,0.0,0.0,0.0,1
1153,0.74,0.0,0.0,0.37,0.0,0.37,1.12,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.061,0.122,57,208,0.74,0.0,0.0,0.0,0.0,4.727,0.0,0.0,0.0,0.0,0.061,0.0,1
1154,0.0,1.58,0.0,0.39,1.19,0.0,0.0,0.0,0.0,1.58,0.39,0.0,0.0,0.0,0.0,0.705,0.211,13,118,0.0,0.0,0.0,0.0,0.0,1.903,0.0,0.0,0.0,0.0,0.0,0.0,1
1155,0.82,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.65,0.41,0.0,0.0,0.41,0.0,0.0,0.904,5.3,92,344,0.0,0.0,0.0,0.0,0.0,7.478,0.0,0.0,0.0,0.0,0.0,0.0,1
1156,0.14,1.04,0.09,0.09,0.0,0.79,0.04,0.0,0.0,0.14,0.04,0.24,0.29,0.0,0.0,0.431,0.111,87,1645,0.09,0.0,0.0,0.04,0.0,3.37,0.0,0.0,0.0,0.0,0.007,0.0,1
1157,0.82,0.0,0.0,0.41,0.0,0.0,0.0,0.0,1.65,0.41,0.0,0.0,0.41,0.0,0.0,0.904,5.3,92,344,0.0,0.0,0.0,0.0,0.0,7.478,0.0,0.0,0.0,0.0,0.0,0.0,1
1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,85,0.0,0.0,0.0,0.0,0.0,4.722,0.0,0.0,0.0,0.0,0.0,0.0,1
1159,0.0,1.21,0.0,1.21,1.21,1.21,1.21,0.0,0.0,4.87,0.0,1.21,0.0,0.0,0.0,0.555,0.0,311,314,0.0,0.0,0.0,0.0,0.0,104.666,0.0,0.0,0.0,0.0,0.0,0.0,1
1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.48,0.0,0.0,0.174,0.087,12,50,0.0,0.0,0.0,0.0,0.0,1.612,0.0,0.0,0.0,0.0,0.0,0.0,1
1161,0.47,0.05,0.13,0.05,0.26,0.42,0.26,0.0,0.1,0.47,0.0,0.0,0.99,0.0,0.0,0.328,0.858,199,3160,0.31,0.0,0.0,0.0,0.0,5.928,0.0,0.0,0.0,0.0,0.0,0.157,1
1162,0.0,1.47,1.47,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.562,0.0,95,170,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1163,1.06,0.53,0.0,1.06,0.0,0.0,0.0,0.0,1.06,0.53,0.0,0.0,1.59,0.0,0.0,1.208,0.259,76,189,0.0,0.0,0.0,0.0,0.0,5.558,0.0,0.0,0.0,0.0,0.0,0.0,1
1164,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.82,0.0,0.0,0.0,0.0,0.48,0.549,19,114,0.41,0.0,0.0,0.0,0.0,3.166,0.0,0.0,0.0,0.0,0.0,0.0,1
1165,0.55,2.23,0.0,0.55,0.0,0.0,0.0,0.0,0.55,2.79,0.0,0.0,0.0,0.0,0.0,1.208,0.345,140,200,0.55,0.0,0.0,0.0,0.0,4.761,0.0,0.0,0.0,0.0,0.0,0.0,1
1166,0.55,2.23,0.0,0.55,0.0,0.0,0.0,0.0,0.55,2.79,0.0,0.0,0.0,0.0,0.0,1.207,0.345,140,200,0.55,0.0,0.0,0.0,0.0,4.761,0.0,0.0,0.0,0.0,0.0,0.0,1
1167,1.13,0.37,0.0,0.0,0.37,0.37,0.37,0.0,0.37,0.0,0.0,0.0,0.37,0.0,0.0,1.246,0.196,845,1000,0.75,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.065,1
1168,0.69,0.17,0.51,0.0,0.51,0.17,0.17,0.0,0.34,1.03,0.17,1.55,0.17,0.0,0.0,1.275,0.141,78,711,0.0,0.0,0.0,0.0,0.0,5.598,0.0,0.0,0.0,0.0,0.0,0.0,1
1169,1.15,0.12,0.0,0.0,0.12,0.25,0.12,1.15,0.0,0.12,2.04,0.12,0.0,0.0,0.0,0.371,0.061,84,477,0.89,0.0,0.12,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,1
1170,0.47,1.89,0.0,1.18,0.23,0.0,0.23,0.47,0.23,1.41,0.0,0.0,0.0,0.0,0.0,0.08,0.0,13,83,0.47,0.0,0.0,0.0,0.0,1.844,0.0,0.0,0.0,0.0,0.0,0.0,1
1171,0.47,0.05,0.13,0.05,0.26,0.44,0.26,0.0,0.26,0.44,0.0,0.0,1.02,0.0,0.0,0.329,0.78,193,3059,0.31,0.0,0.0,0.0,0.0,6.045,0.0,0.0,0.0,0.0,0.0,0.162,1
1172,0.0,1.35,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.0,0.0,0.0,0.0,0.138,0.0,46,122,0.0,0.0,0.0,0.0,0.0,5.809,0.0,0.0,0.0,0.0,0.0,0.0,1
1173,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.939,0.0,8,40,0.0,0.0,0.0,0.0,0.0,1.379,0.0,0.0,0.0,0.0,0.0,0.0,1
1174,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.947,0.0,8,40,0.0,0.0,0.0,0.0,0.0,1.379,0.0,0.0,0.0,0.0,0.0,0.0,1
1175,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,1.949,0.0,8,40,0.0,0.0,0.0,0.0,0.0,1.379,0.0,0.0,0.0,0.0,0.0,0.0,1
1176,0.0,0.09,0.09,0.19,0.0,0.0,0.09,0.0,0.0,0.0,0.19,0.0,0.39,0.0,0.0,0.586,0.189,31,477,0.0,0.0,0.09,0.0,0.0,2.349,0.0,0.0,0.0,0.0,0.0,0.017,1
1177,0.68,1.03,0.0,0.68,0.0,0.0,0.0,0.34,0.68,0.0,0.0,0.0,0.34,0.0,0.0,0.503,0.062,12,91,0.0,0.0,0.0,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1
1178,0.27,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.182,30,435,0.0,0.0,0.0,0.0,0.0,8.207,0.0,0.0,0.0,0.0,0.0,0.0,1
1179,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692,25,84,1.09,0.0,0.0,0.0,0.0,4.941,0.0,0.0,0.0,0.0,0.0,0.0,1
1180,1.14,0.12,0.0,0.0,0.12,0.25,0.12,1.14,0.0,0.12,2.04,0.12,0.0,0.0,0.0,0.371,0.061,84,475,0.89,0.0,0.12,0.0,0.0,2.878,0.0,0.0,0.0,0.0,0.0,0.0,1
1181,0.0,1.2,0.0,1.2,1.2,1.2,1.2,0.0,0.0,4.81,0.0,1.2,0.0,0.0,0.0,0.331,0.0,295,301,0.0,0.0,0.0,0.0,0.0,50.166,0.0,0.0,0.0,0.0,0.0,0.0,1
1182,0.74,0.24,0.74,0.24,0.74,0.24,0.24,0.0,0.0,1.23,0.0,1.73,0.24,0.0,0.0,1.634,0.155,47,485,0.0,0.0,0.0,0.0,0.0,3.975,0.0,0.0,0.0,0.0,0.0,0.0,1
1183,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.619,0.103,33,259,0.0,0.0,0.0,0.0,0.0,6.166,0.0,0.0,0.0,0.0,0.0,0.0,1
1184,0.46,1.38,0.0,0.0,1.85,0.0,0.46,0.0,0.92,0.0,0.0,0.46,0.0,0.0,0.0,0.795,0.217,66,224,0.46,0.0,0.0,0.0,0.0,4.869,0.0,0.0,0.0,0.0,0.0,0.0,1
1185,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.362,0.0,37,132,0.0,0.0,0.0,0.0,0.0,3.384,0.0,0.0,0.0,0.0,0.0,0.0,1
1186,0.0,0.0,0.0,1.47,1.47,1.47,1.47,0.0,0.0,2.94,0.0,1.47,0.0,0.0,0.0,0.294,0.147,281,288,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1187,0.49,1.49,0.0,0.0,0.0,0.0,0.49,0.0,0.49,0.0,0.0,0.49,0.0,0.0,0.0,0.625,0.312,47,190,0.49,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,1
1188,0.0,0.0,0.53,0.53,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,12,81,0.53,0.0,0.0,0.0,0.0,2.131,0.0,0.0,0.0,0.0,0.0,0.0,1
1189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.473,0.0,29,114,0.0,0.0,0.0,0.0,0.0,4.071,0.0,0.0,0.0,0.0,0.0,0.0,1
1190,0.56,2.27,0.0,0.56,0.0,0.0,0.0,0.0,0.56,3.4,0.0,0.0,0.0,0.0,0.0,1.135,0.349,140,194,0.56,0.0,0.0,0.0,0.0,5.105,0.0,0.0,0.0,0.0,0.0,0.0,1
1191,0.23,0.23,0.11,0.0,0.0,0.82,0.11,0.0,0.0,0.11,0.0,4.96,0.0,0.0,0.0,0.13,0.168,175,795,0.59,0.0,0.0,0.0,0.0,5.76,0.0,0.0,0.0,0.0,0.0,0.018,1
1192,0.56,1.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.441,0.0,4,70,0.0,0.0,0.0,0.0,0.0,1.372,0.0,0.0,0.0,0.0,0.0,0.0,1
1193,0.47,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.47,0.0,0.0,0.496,0.248,80,249,0.0,0.0,0.0,0.0,0.0,5.187,0.0,0.0,0.0,0.0,0.0,0.0,1
1194,0.56,1.12,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.441,0.0,4,70,0.0,0.0,0.0,0.0,0.0,1.372,0.0,0.0,0.0,0.0,0.0,0.0,1
1195,0.48,0.72,0.48,0.0,0.0,0.24,0.48,0.0,0.48,0.0,0.24,0.0,0.48,0.0,0.0,0.036,0.184,66,255,0.0,0.0,0.0,0.24,0.0,2.276,0.0,0.0,0.0,0.0,0.0,0.0,1
1196,0.72,1.44,0.0,0.36,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,234,0.36,0.0,0.0,0.0,0.0,6.685,0.0,0.0,0.0,0.0,0.0,2.517,1
1197,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.413,0.0,37,132,0.0,0.0,0.0,0.0,0.0,3.384,0.0,0.0,0.0,0.0,0.0,0.0,1
1198,0.0,0.47,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,182,359,0.47,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,1
1199,0.0,0.47,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,182,359,0.47,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,1
1200,0.43,0.04,0.11,0.04,0.21,0.4,0.23,0.0,0.23,0.4,0.0,0.0,0.97,0.0,0.0,0.311,0.734,144,3016,0.28,0.0,0.0,0.0,0.0,5.328,0.0,0.0,0.0,0.0,0.0,0.145,1
1201,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.0,11,40,0.0,0.0,0.0,0.0,0.0,2.857,0.0,0.0,0.0,0.0,0.0,0.0,1
1202,1.01,0.8,0.8,0.5,0.0,0.8,0.3,1.61,0.1,0.0,1.11,0.2,0.6,0.0,0.0,0.49,0.158,669,1351,0.2,0.0,0.0,0.2,0.1,8.55,0.0,0.0,0.0,0.0,0.0,0.015,1
1203,0.0,0.0,0.0,1.47,1.47,1.47,1.47,0.0,0.0,2.94,0.0,1.47,0.0,0.0,0.0,0.294,0.147,281,286,0.0,0.0,0.0,0.0,0.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0,1
1204,0.56,2.25,0.0,0.56,0.0,0.0,0.0,0.0,0.56,3.38,0.0,0.0,0.0,0.0,0.0,1.217,0.347,140,194,0.56,0.0,0.0,0.0,0.0,5.105,0.0,0.0,0.0,0.0,0.0,0.0,1
1205,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,20,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1206,0.55,1.11,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.434,0.0,4,73,0.0,0.0,0.0,0.0,0.0,1.377,0.0,0.0,0.0,0.0,0.0,0.0,1
1207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.0,6,25,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,0.0,1
1208,0.47,0.05,0.15,0.05,0.23,0.44,0.26,0.0,0.26,0.44,0.0,0.0,1.11,0.0,0.0,0.344,0.784,193,3029,0.31,0.0,0.0,0.0,0.0,6.094,0.0,0.0,0.0,0.0,0.0,0.154,1
1209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.706,0.0,55,143,0.0,0.0,0.0,0.0,0.0,8.411,0.0,0.0,0.0,0.0,0.0,0.0,1
1210,0.0,0.0,0.47,0.0,0.0,0.23,0.0,0.0,0.23,0.0,0.47,0.0,0.0,0.0,0.0,0.327,1.357,72,450,0.47,0.0,0.0,0.0,0.0,5.769,0.0,0.0,0.0,0.0,0.0,0.046,1
1211,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.42,0.0,0.0,1.28,0.0,1.28,0.0,0.0,0.0,0.349,105,441,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1212,0.54,1.08,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.36,0.36,0.0,0.0,0.0,0.0,0.416,0.0,6,92,0.0,0.0,0.0,0.0,0.0,1.373,0.0,0.0,0.0,0.0,0.0,0.0,1
1213,0.58,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.29,0.58,0.87,0.0,0.0,0.0,1.434,0.0,64,361,0.0,0.0,0.0,0.0,0.0,3.281,0.0,0.0,0.0,0.0,0.0,0.047,1
1214,0.48,1.44,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.48,0.0,0.0,0.502,0.251,80,247,0.0,0.0,0.0,0.0,0.0,5.488,0.0,0.0,0.0,0.0,0.0,0.0,1
1215,0.48,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.48,0.0,0.0,0.421,0.252,80,238,0.0,0.0,0.0,0.0,0.0,5.173,0.0,0.0,0.0,0.0,0.0,0.0,1
1216,0.49,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.49,0.0,0.0,0.677,0.254,80,234,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1
1217,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,1.45,0.0,1.45,0.0,0.0,0.0,0.105,0.0,25,78,0.0,0.0,0.0,0.0,0.0,2.689,0.0,0.0,0.0,0.0,0.0,0.0,1
1218,0.42,0.04,0.11,0.04,0.21,0.4,0.23,0.0,0.23,0.4,0.0,0.0,1.0,0.0,0.0,0.318,0.754,144,3033,0.28,0.0,0.0,0.0,0.0,5.349,0.0,0.0,0.0,0.0,0.0,0.152,1
1219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.924,0.0,10,59,0.0,0.0,0.0,0.0,0.0,1.966,0.0,0.0,0.0,0.0,0.0,0.0,1
1220,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0.0,0.0,1.29,0.0,5.19,0.0,0.0,0.0,0.093,0.0,66,135,0.0,0.0,0.0,0.0,0.0,2.755,0.0,0.0,0.0,0.0,0.0,0.0,1
1221,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0.0,0.0,1.29,0.0,5.19,0.0,0.0,0.0,0.093,0.0,66,135,0.0,0.0,0.0,0.0,0.0,2.755,0.0,0.0,0.0,0.0,0.0,0.0,1
1222,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0.0,0.0,1.29,0.0,5.19,0.0,0.0,0.0,0.093,0.0,66,135,0.0,0.0,0.0,0.0,0.0,2.755,0.0,0.0,0.0,0.0,0.0,0.0,1
1223,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.044,16,418,0.0,0.0,0.0,0.0,0.0,1.607,0.0,0.0,0.0,0.0,0.0,0.067,1
1224,1.25,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.62,1.25,0.0,0.0,0.62,0.0,0.0,0.345,0.345,37,426,0.0,0.0,0.0,0.0,0.0,5.132,1.67,0.0,0.0,0.0,0.0,0.306,1
1225,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,79,0.0,0.0,0.0,0.0,0.0,13.166,0.0,0.0,0.0,0.0,0.0,0.0,1
1226,0.47,0.07,0.13,0.05,0.26,0.44,0.26,0.0,0.26,0.44,0.0,0.0,1.1,0.0,0.0,0.331,0.79,193,3043,0.31,0.0,0.0,0.0,0.0,6.073,0.0,0.0,0.0,0.0,0.0,0.159,1
1227,0.55,1.11,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.37,0.37,0.0,0.0,0.0,0.0,0.464,0.0,4,78,0.0,0.0,0.0,0.0,0.0,1.392,0.0,0.0,0.0,0.0,0.0,0.0,1
